palette, ncolors, red, green, blue
inferno,,0.712396,0.203656,0.344383
inferno,,0.718264,0.206636,0.340931
inferno,,0.724103,0.20967,0.337424
inferno,,0.729909,0.212759,0.333861
inferno,,0.735683,0.215906,0.330245
inferno,,0.741423,0.219112,0.326576
inferno,,0.747127,0.222378,0.322856
inferno,,0.752794,0.225706,0.319085
inferno,,0.758422,0.229097,0.315266
inferno,,0.76401,0.232554,0.311399
inferno,,0.769556,0.236077,0.307485
inferno,,0.775059,0.239667,0.303526
inferno,,0.780517,0.243327,0.299523
inferno,,0.785929,0.247056,0.295477
inferno,,0.791293,0.250856,0.29139
inferno,,0.796607,0.254728,0.287264
inferno,,0.801871,0.258674,0.283099
inferno,,0.807082,0.262692,0.278898
inferno,,0.812239,0.266786,0.274661
inferno,,0.817341,0.270954,0.27039
inferno,,0.822386,0.275197,0.266085
inferno,,0.827372,0.279517,0.26175
inferno,,0.832299,0.283913,0.257383
inferno,,0.837165,0.288385,0.252988
inferno,,0.841969,0.292933,0.248564
inferno,,0.846709,0.297559,0.244113
inferno,,0.851384,0.30226,0.239636
inferno,,0.855992,0.307038,0.235133
inferno,,0.860533,0.311892,0.230606
inferno,,0.865006,0.316822,0.226055
inferno,,0.869409,0.321827,0.221482
inferno,,0.873741,0.326906,0.216886
inferno,,0.878001,0.33206,0.212268
inferno,,0.882188,0.337287,0.207628
inferno,,0.886302,0.342586,0.202968
inferno,,0.890341,0.347957,0.198286
inferno,,0.894305,0.353399,0.193584
inferno,,0.898192,0.358911,0.18886
inferno,,0.902003,0.364492,0.184116
inferno,,0.905735,0.37014,0.17935
inferno,,0.90939,0.375856,0.174563
inferno,,0.912966,0.381636,0.169755
inferno,,0.916462,0.387481,0.164924
inferno,,0.919879,0.393389,0.16007
inferno,,0.923215,0.399359,0.155193
inferno,,0.92647,0.405389,0.150292
inferno,,0.929644,0.411479,0.145367
inferno,,0.932737,0.417627,0.140417
inferno,,0.935747,0.423831,0.13544
inferno,,0.938675,0.430091,0.130438
inferno,,0.941521,0.436405,0.125409
inferno,,0.944285,0.442772,0.120354
inferno,,0.946965,0.449191,0.115272
inferno,,0.949562,0.45566,0.110164
inferno,,0.952075,0.462178,0.105031
inferno,,0.954506,0.468744,0.099874
inferno,,0.956852,0.475356,0.094695
inferno,,0.959114,0.482014,0.089499
inferno,,0.961293,0.488716,0.084289
inferno,,0.963387,0.495462,0.079073
inferno,,0.965397,0.502249,0.073859
inferno,,0.967322,0.509078,0.068659
inferno,,0.969163,0.515946,0.063488
inferno,,0.970919,0.522853,0.058367
inferno,,0.97259,0.529798,0.053324
inferno,,0.974176,0.53678,0.048392
inferno,,0.975677,0.543798,0.043618
inferno,,0.977092,0.55085,0.03905
inferno,,0.978422,0.557937,0.034931
inferno,,0.979666,0.565057,0.031409
inferno,,0.980824,0.572209,0.028508
inferno,,0.981895,0.579392,0.02625
inferno,,0.982881,0.586606,0.024661
inferno,,0.983779,0.593849,0.02377
inferno,,0.984591,0.601122,0.023606
inferno,,0.985315,0.608422,0.024202
inferno,,0.985952,0.61575,0.025592
inferno,,0.986502,0.623105,0.027814
inferno,,0.986964,0.630485,0.030908
inferno,,0.987337,0.63789,0.034916
inferno,,0.987622,0.64532,0.039886
inferno,,0.987819,0.652773,0.045581
inferno,,0.987926,0.66025,0.05175
inferno,,0.987945,0.667748,0.058329
inferno,,0.987874,0.675267,0.065257
inferno,,0.987714,0.682807,0.072489
inferno,,0.987464,0.690366,0.07999
inferno,,0.987124,0.697944,0.087731
inferno,,0.986694,0.70554,0.095694
inferno,,0.986175,0.713153,0.103863
inferno,,0.985566,0.720782,0.112229
inferno,,0.984865,0.728427,0.120785
inferno,,0.984075,0.736087,0.129527
inferno,,0.983196,0.743758,0.138453
inferno,,0.982228,0.751442,0.147565
inferno,,0.981173,0.759135,0.156863
inferno,,0.980032,0.766837,0.166353
inferno,,0.978806,0.774545,0.176037
inferno,,0.977497,0.782258,0.185923
inferno,,0.976108,0.789974,0.196018
inferno,,0.974638,0.797692,0.206332
inferno,,0.973088,0.805409,0.216877
inferno,,0.971468,0.813122,0.227658
inferno,,0.969783,0.820825,0.238686
inferno,,0.968041,0.828515,0.249972
inferno,,0.966243,0.836191,0.261534
inferno,,0.964394,0.843848,0.273391
inferno,,0.962517,0.851476,0.285546
inferno,,0.960626,0.859069,0.29801
inferno,,0.95872,0.866624,0.31082
inferno,,0.956834,0.874129,0.323974
inferno,,0.954997,0.881569,0.337475
inferno,,0.953215,0.888942,0.351369
inferno,,0.951546,0.896226,0.365627
inferno,,0.950018,0.903409,0.380271
inferno,,0.948683,0.910473,0.395289
inferno,,0.947594,0.917399,0.410665
inferno,,0.946809,0.924168,0.426373
inferno,,0.946392,0.930761,0.442367
inferno,,0.946403,0.937159,0.458592
inferno,,0.946903,0.943348,0.47497
inferno,,0.947937,0.949318,0.491426
inferno,,0.949545,0.955063,0.50786
inferno,,0.95174,0.960587,0.524203
inferno,,0.954529,0.965896,0.540361
inferno,,0.957896,0.971003,0.556275
inferno,,0.961812,0.975924,0.571925
inferno,,0.966249,0.980678,0.587206
inferno,,0.971162,0.985282,0.602154
inferno,,0.976511,0.989753,0.61676
inferno,,0.982257,0.994109,0.631017
inferno,,0.988362,0.998364,0.644924
plasma,,0.050383,0.029803,0.527975
plasma,,0.063536,0.028426,0.533124
plasma,,0.075353,0.027206,0.538007
plasma,,0.086222,0.026125,0.542658
plasma,,0.096379,0.025165,0.547103
plasma,,0.10598,0.024309,0.551368
plasma,,0.115124,0.023556,0.555468
plasma,,0.123903,0.022878,0.559423
plasma,,0.132381,0.022258,0.56325
plasma,,0.140603,0.021687,0.566959
plasma,,0.148607,0.021154,0.570562
plasma,,0.156421,0.020651,0.574065
plasma,,0.16407,0.020171,0.577478
plasma,,0.171574,0.019706,0.580806
plasma,,0.17895,0.019252,0.584054
plasma,,0.186213,0.018803,0.587228
plasma,,0.193374,0.018354,0.59033
plasma,,0.200445,0.017902,0.593364
plasma,,0.207435,0.017442,0.596333
plasma,,0.21435,0.016973,0.599239
plasma,,0.221197,0.016497,0.602083
plasma,,0.227983,0.016007,0.604867
plasma,,0.234715,0.015502,0.607592
plasma,,0.241396,0.014979,0.610259
plasma,,0.248032,0.014439,0.612868
plasma,,0.254627,0.013882,0.615419
plasma,,0.261183,0.013308,0.617911
plasma,,0.267703,0.012716,0.620346
plasma,,0.274191,0.012109,0.622722
plasma,,0.280648,0.011488,0.625038
plasma,,0.287076,0.010855,0.627295
plasma,,0.293478,0.010213,0.62949
plasma,,0.299855,0.009561,0.631624
plasma,,0.30621,0.008902,0.633694
plasma,,0.312543,0.008239,0.6357
plasma,,0.318856,0.007576,0.63764
plasma,,0.32515,0.006915,0.639512
plasma,,0.331426,0.006261,0.641316
plasma,,0.337683,0.005618,0.643049
plasma,,0.343925,0.004991,0.64471
plasma,,0.35015,0.004382,0.646298
plasma,,0.356359,0.003798,0.64781
plasma,,0.362553,0.003243,0.649245
plasma,,0.368733,0.002724,0.650601
plasma,,0.374897,0.002245,0.651876
plasma,,0.381047,0.001814,0.653068
plasma,,0.387183,0.001434,0.654177
plasma,,0.393304,0.001114,0.655199
plasma,,0.399411,0.000859,0.656133
plasma,,0.405503,0.000678,0.656977
plasma,,0.41158,0.000577,0.65773
plasma,,0.417642,0.000564,0.65839
plasma,,0.423689,0.000646,0.658956
plasma,,0.429719,0.000831,0.659425
plasma,,0.435734,0.001127,0.659797
plasma,,0.441732,0.00154,0.660069
plasma,,0.447714,0.00208,0.66024
plasma,,0.453677,0.002755,0.66031
plasma,,0.459623,0.003574,0.660277
plasma,,0.46555,0.004545,0.660139
plasma,,0.471457,0.005678,0.659897
plasma,,0.477344,0.00698,0.659549
plasma,,0.48321,0.00846,0.659095
plasma,,0.489055,0.010127,0.658534
plasma,,0.494877,0.01199,0.657865
plasma,,0.500678,0.014055,0.657088
plasma,,0.506454,0.016333,0.656202
plasma,,0.512206,0.018833,0.655209
plasma,,0.517933,0.021563,0.654109
plasma,,0.523633,0.024532,0.652901
plasma,,0.529306,0.027747,0.651586
plasma,,0.534952,0.031217,0.650165
plasma,,0.54057,0.03495,0.64864
plasma,,0.546157,0.038954,0.64701
plasma,,0.551715,0.043136,0.645277
plasma,,0.557243,0.047331,0.643443
plasma,,0.562738,0.051545,0.641509
plasma,,0.568201,0.055778,0.639477
plasma,,0.573632,0.060028,0.637349
plasma,,0.579029,0.064296,0.635126
plasma,,0.584391,0.068579,0.632812
plasma,,0.589719,0.072878,0.630408
plasma,,0.595011,0.07719,0.627917
plasma,,0.600266,0.081516,0.625342
plasma,,0.605485,0.085854,0.622686
plasma,,0.610667,0.090204,0.619951
plasma,,0.615812,0.094564,0.61714
plasma,,0.620919,0.098934,0.614257
plasma,,0.625987,0.103312,0.611305
plasma,,0.631017,0.107699,0.608287
plasma,,0.636008,0.112092,0.605205
plasma,,0.640959,0.116492,0.602065
plasma,,0.645872,0.120898,0.598867
plasma,,0.650746,0.125309,0.595617
plasma,,0.65558,0.129725,0.592317
plasma,,0.660374,0.134144,0.588971
plasma,,0.665129,0.138566,0.585582
plasma,,0.669845,0.142992,0.582154
plasma,,0.674522,0.147419,0.578688
plasma,,0.67916,0.151848,0.575189
plasma,,0.683758,0.156278,0.57166
plasma,,0.688318,0.160709,0.568103
plasma,,0.69284,0.165141,0.564522
plasma,,0.697324,0.169573,0.560919
plasma,,0.701769,0.174005,0.557296
plasma,,0.706178,0.178437,0.553657
plasma,,0.710549,0.182868,0.550004
plasma,,0.714883,0.187299,0.546338
plasma,,0.719181,0.191729,0.542663
plasma,,0.723444,0.196158,0.538981
plasma,,0.72767,0.200586,0.535293
plasma,,0.731862,0.205013,0.531601
plasma,,0.736019,0.209439,0.527908
plasma,,0.740143,0.213864,0.524216
plasma,,0.744232,0.218288,0.520524
plasma,,0.748289,0.222711,0.516834
plasma,,0.752312,0.227133,0.513149
plasma,,0.756304,0.231555,0.509468
plasma,,0.760264,0.235976,0.505794
plasma,,0.764193,0.240396,0.502126
plasma,,0.76809,0.244817,0.498465
plasma,,0.771958,0.249237,0.494813
plasma,,0.775796,0.253658,0.491171
plasma,,0.779604,0.258078,0.487539
plasma,,0.783383,0.2625,0.483918
plasma,,0.787133,0.266922,0.480307
plasma,,0.790855,0.271345,0.476706
plasma,,0.794549,0.27577,0.473117
plasma,,0.798216,0.280197,0.469538
plasma,,0.801855,0.284626,0.465971
plasma,,0.805467,0.289057,0.462415
plasma,,0.809052,0.293491,0.45887
plasma,,0.812612,0.297928,0.455338
plasma,,0.816144,0.302368,0.451816
plasma,,0.819651,0.306812,0.448306
plasma,,0.823132,0.311261,0.444806
plasma,,0.826588,0.315714,0.441316
plasma,,0.830018,0.320172,0.437836
plasma,,0.833422,0.324635,0.434366
plasma,,0.836801,0.329105,0.430905
plasma,,0.840155,0.33358,0.427455
plasma,,0.843484,0.338062,0.424013
plasma,,0.846788,0.342551,0.420579
plasma,,0.850066,0.347048,0.417153
plasma,,0.853319,0.351553,0.413734
plasma,,0.856547,0.356066,0.410322
plasma,,0.85975,0.360588,0.406917
plasma,,0.862927,0.365119,0.403519
plasma,,0.866078,0.36966,0.400126
plasma,,0.869203,0.374212,0.396738
plasma,,0.872303,0.378774,0.393355
plasma,,0.875376,0.383347,0.389976
plasma,,0.878423,0.387932,0.3866
plasma,,0.881443,0.392529,0.383229
plasma,,0.884436,0.397139,0.37986
plasma,,0.887402,0.401762,0.376494
plasma,,0.89034,0.406398,0.37313
plasma,,0.89325,0.411048,0.369768
plasma,,0.896131,0.415712,0.366407
plasma,,0.898984,0.420392,0.363047
plasma,,0.901807,0.425087,0.359688
plasma,,0.904601,0.429797,0.356329
plasma,,0.907365,0.434524,0.35297
plasma,,0.910098,0.439268,0.34961
plasma,,0.9128,0.444029,0.346251
plasma,,0.915471,0.448807,0.34289
plasma,,0.918109,0.453603,0.339529
plasma,,0.920714,0.458417,0.336166
plasma,,0.923287,0.463251,0.332801
plasma,,0.925825,0.468103,0.329435
plasma,,0.928329,0.472975,0.326067
plasma,,0.930798,0.477867,0.322697
plasma,,0.933232,0.48278,0.319325
plasma,,0.93563,0.487712,0.315952
plasma,,0.93799,0.492667,0.312575
plasma,,0.940313,0.497642,0.309197
plasma,,0.942598,0.502639,0.305816
plasma,,0.944844,0.507658,0.302433
plasma,,0.947051,0.512699,0.299049
plasma,,0.949217,0.517763,0.295662
plasma,,0.951344,0.52285,0.292275
plasma,,0.953428,0.52796,0.288883
plasma,,0.95547,0.533093,0.28549
plasma,,0.957469,0.53825,0.282096
plasma,,0.959424,0.543431,0.278701
plasma,,0.961336,0.548636,0.275305
plasma,,0.963203,0.553865,0.271909
plasma,,0.965024,0.559118,0.268513
plasma,,0.966798,0.564396,0.265118
plasma,,0.968526,0.5697,0.261721
plasma,,0.970205,0.575028,0.258325
plasma,,0.971835,0.580382,0.254931
plasma,,0.973416,0.585761,0.25154
plasma,,0.974947,0.591165,0.248151
plasma,,0.976428,0.596595,0.244767
plasma,,0.977856,0.602051,0.241387
plasma,,0.979233,0.607532,0.238013
plasma,,0.980556,0.613039,0.234646
plasma,,0.981826,0.618572,0.231287
plasma,,0.983041,0.624131,0.227937
plasma,,0.984199,0.629718,0.224595
plasma,,0.985301,0.63533,0.221265
plasma,,0.986345,0.640969,0.217948
plasma,,0.987332,0.646633,0.214648
plasma,,0.98826,0.652325,0.211364
plasma,,0.989128,0.658043,0.2081
plasma,,0.989935,0.663787,0.204859
plasma,,0.990681,0.669558,0.201642
plasma,,0.991365,0.675355,0.198453
plasma,,0.991985,0.681179,0.195295
plasma,,0.992541,0.68703,0.19217
plasma,,0.993032,0.692907,0.189084
plasma,,0.993456,0.69881,0.186041
plasma,,0.993814,0.704741,0.183043
plasma,,0.994103,0.710698,0.180097
plasma,,0.994324,0.716681,0.177208
plasma,,0.994474,0.722691,0.174381
plasma,,0.994553,0.728728,0.171622
plasma,,0.994561,0.734791,0.168938
plasma,,0.994495,0.74088,0.166335
plasma,,0.994355,0.746995,0.163821
plasma,,0.994141,0.753137,0.161404
plasma,,0.993851,0.759304,0.159092
plasma,,0.993482,0.765499,0.156891
plasma,,0.993033,0.77172,0.154808
plasma,,0.992505,0.777967,0.152855
plasma,,0.991897,0.784239,0.151042
plasma,,0.991209,0.790537,0.149377
plasma,,0.990439,0.796859,0.14787
plasma,,0.989587,0.803205,0.146529
plasma,,0.988648,0.809579,0.145357
plasma,,0.987621,0.815978,0.144363
plasma,,0.986509,0.822401,0.143557
plasma,,0.985314,0.828846,0.142945
plasma,,0.984031,0.835315,0.142528
plasma,,0.982653,0.841812,0.142303
plasma,,0.98119,0.848329,0.142279
plasma,,0.979644,0.854866,0.142453
plasma,,0.977995,0.861432,0.142808
plasma,,0.976265,0.868016,0.143351
plasma,,0.974443,0.874622,0.144061
plasma,,0.97253,0.88125,0.144923
plasma,,0.970533,0.887896,0.145919
plasma,,0.968443,0.894564,0.147014
plasma,,0.966271,0.901249,0.14818
plasma,,0.964021,0.90795,0.14937
plasma,,0.961681,0.914672,0.15052
plasma,,0.959276,0.921407,0.151566
plasma,,0.956808,0.928152,0.152409
plasma,,0.954287,0.934908,0.152921
plasma,,0.951726,0.941671,0.152925
plasma,,0.949151,0.948435,0.152178
plasma,,0.946602,0.95519,0.150328
plasma,,0.944152,0.961916,0.146861
plasma,,0.941896,0.96859,0.140956
plasma,,0.940015,0.975158,0.131326
viridis,,0.267004,0.004874,0.329415
viridis,,0.26851,0.009605,0.335427
viridis,,0.269944,0.014625,0.341379
viridis,,0.271305,0.019942,0.347269
viridis,,0.272594,0.025563,0.353093
viridis,,0.273809,0.031497,0.358853
viridis,,0.274952,0.037752,0.364543
viridis,,0.276022,0.044167,0.370164
viridis,,0.277018,0.050344,0.375715
viridis,,0.277941,0.056324,0.381191
viridis,,0.278791,0.062145,0.386592
viridis,,0.279566,0.067836,0.391917
viridis,,0.280267,0.073417,0.397163
viridis,,0.280894,0.078907,0.402329
viridis,,0.281446,0.08432,0.407414
viridis,,0.281924,0.089666,0.412415
viridis,,0.282327,0.094955,0.417331
viridis,,0.282656,0.100196,0.42216
viridis,,0.28291,0.105393,0.426902
viridis,,0.283091,0.110553,0.431554
viridis,,0.283197,0.11568,0.436115
viridis,,0.283229,0.120777,0.440584
viridis,,0.283187,0.125848,0.44496
viridis,,0.283072,0.130895,0.449241
viridis,,0.282884,0.13592,0.453427
viridis,,0.282623,0.140926,0.457517
viridis,,0.28229,0.145912,0.46151
viridis,,0.281887,0.150881,0.465405
viridis,,0.281412,0.155834,0.469201
viridis,,0.280868,0.160771,0.472899
viridis,,0.280255,0.165693,0.476498
viridis,,0.279574,0.170599,0.479997
viridis,,0.278826,0.17549,0.483397
viridis,,0.278012,0.180367,0.486697
viridis,,0.277134,0.185228,0.489898
viridis,,0.276194,0.190074,0.493001
viridis,,0.275191,0.194905,0.496005
viridis,,0.274128,0.199721,0.498911
viridis,,0.273006,0.20452,0.501721
viridis,,0.271828,0.209303,0.504434
viridis,,0.270595,0.214069,0.507052
viridis,,0.269308,0.218818,0.509577
viridis,,0.267968,0.223549,0.512008
viridis,,0.26658,0.228262,0.514349
viridis,,0.265145,0.232956,0.516599
viridis,,0.263663,0.237631,0.518762
viridis,,0.262138,0.242286,0.520837
viridis,,0.260571,0.246922,0.522828
viridis,,0.258965,0.251537,0.524736
viridis,,0.257322,0.25613,0.526563
viridis,,0.255645,0.260703,0.528312
viridis,,0.253935,0.265254,0.529983
viridis,,0.252194,0.269783,0.531579
viridis,,0.250425,0.27429,0.533103
viridis,,0.248629,0.278775,0.534556
viridis,,0.246811,0.283237,0.535941
viridis,,0.244972,0.287675,0.53726
viridis,,0.243113,0.292092,0.538516
viridis,,0.241237,0.296485,0.539709
viridis,,0.239346,0.300855,0.540844
viridis,,0.237441,0.305202,0.541921
viridis,,0.235526,0.309527,0.542944
viridis,,0.233603,0.313828,0.543914
viridis,,0.231674,0.318106,0.544834
viridis,,0.229739,0.322361,0.545706
viridis,,0.227802,0.326594,0.546532
viridis,,0.225863,0.330805,0.547314
viridis,,0.223925,0.334994,0.548053
viridis,,0.221989,0.339161,0.548752
viridis,,0.220057,0.343307,0.549413
viridis,,0.21813,0.347432,0.550038
viridis,,0.21621,0.351535,0.550627
viridis,,0.214298,0.355619,0.551184
viridis,,0.212395,0.359683,0.55171
viridis,,0.210503,0.363727,0.552206
viridis,,0.208623,0.367752,0.552675
viridis,,0.206756,0.371758,0.553117
viridis,,0.204903,0.375746,0.553533
viridis,,0.203063,0.379716,0.553925
viridis,,0.201239,0.38367,0.554294
viridis,,0.19943,0.387607,0.554642
viridis,,0.197636,0.391528,0.554969
viridis,,0.19586,0.395433,0.555276
viridis,,0.1941,0.399323,0.555565
viridis,,0.192357,0.403199,0.555836
viridis,,0.190631,0.407061,0.556089
viridis,,0.188923,0.41091,0.556326
viridis,,0.187231,0.414746,0.556547
viridis,,0.185556,0.41857,0.556753
viridis,,0.183898,0.422383,0.556944
viridis,,0.182256,0.426184,0.55712
viridis,,0.180629,0.429975,0.557282
viridis,,0.179019,0.433756,0.55743
viridis,,0.177423,0.437527,0.557565
viridis,,0.175841,0.44129,0.557685
viridis,,0.174274,0.445044,0.557792
viridis,,0.172719,0.448791,0.557885
viridis,,0.171176,0.45253,0.557965
viridis,,0.169646,0.456262,0.55803
viridis,,0.168126,0.459988,0.558082
viridis,,0.166617,0.463708,0.558119
viridis,,0.165117,0.467423,0.558141
viridis,,0.163625,0.471133,0.558148
viridis,,0.162142,0.474838,0.55814
viridis,,0.160665,0.47854,0.558115
viridis,,0.159194,0.482237,0.558073
viridis,,0.157729,0.485932,0.558013
viridis,,0.15627,0.489624,0.557936
viridis,,0.154815,0.493313,0.55784
viridis,,0.153364,0.497,0.557724
viridis,,0.151918,0.500685,0.557587
viridis,,0.150476,0.504369,0.55743
viridis,,0.149039,0.508051,0.55725
viridis,,0.147607,0.511733,0.557049
viridis,,0.14618,0.515413,0.556823
viridis,,0.144759,0.519093,0.556572
viridis,,0.143343,0.522773,0.556295
viridis,,0.141935,0.526453,0.555991
viridis,,0.140536,0.530132,0.555659
viridis,,0.139147,0.533812,0.555298
viridis,,0.13777,0.537492,0.554906
viridis,,0.136408,0.541173,0.554483
viridis,,0.135066,0.544853,0.554029
viridis,,0.133743,0.548535,0.553541
viridis,,0.132444,0.552216,0.553018
viridis,,0.131172,0.555899,0.552459
viridis,,0.129933,0.559582,0.551864
viridis,,0.128729,0.563265,0.551229
viridis,,0.127568,0.566949,0.550556
viridis,,0.126453,0.570633,0.549841
viridis,,0.125394,0.574318,0.549086
viridis,,0.124395,0.578002,0.548287
viridis,,0.123463,0.581687,0.547445
viridis,,0.122606,0.585371,0.546557
viridis,,0.121831,0.589055,0.545623
viridis,,0.121148,0.592739,0.544641
viridis,,0.120565,0.596422,0.543611
viridis,,0.120092,0.600104,0.54253
viridis,,0.119738,0.603785,0.5414
viridis,,0.119512,0.607464,0.540218
viridis,,0.119423,0.611141,0.538982
viridis,,0.119483,0.614817,0.537692
viridis,,0.119699,0.61849,0.536347
viridis,,0.120081,0.622161,0.534946
viridis,,0.120638,0.625828,0.533488
viridis,,0.12138,0.629492,0.531973
viridis,,0.122312,0.633153,0.530398
viridis,,0.123444,0.636809,0.528763
viridis,,0.12478,0.640461,0.527068
viridis,,0.126326,0.644107,0.525311
viridis,,0.128087,0.647749,0.523491
viridis,,0.130067,0.651384,0.521608
viridis,,0.132268,0.655014,0.519661
viridis,,0.134692,0.658636,0.517649
viridis,,0.137339,0.662252,0.515571
viridis,,0.14021,0.665859,0.513427
viridis,,0.143303,0.669459,0.511215
viridis,,0.146616,0.67305,0.508936
viridis,,0.150148,0.676631,0.506589
viridis,,0.153894,0.680203,0.504172
viridis,,0.157851,0.683765,0.501686
viridis,,0.162016,0.687316,0.499129
viridis,,0.166383,0.690856,0.496502
viridis,,0.170948,0.694384,0.493803
viridis,,0.175707,0.6979,0.491033
viridis,,0.180653,0.701402,0.488189
viridis,,0.185783,0.704891,0.485273
viridis,,0.19109,0.708366,0.482284
viridis,,0.196571,0.711827,0.479221
viridis,,0.202219,0.715272,0.476084
viridis,,0.20803,0.718701,0.472873
viridis,,0.214,0.722114,0.469588
viridis,,0.220124,0.725509,0.466226
viridis,,0.226397,0.728888,0.462789
viridis,,0.232815,0.732247,0.459277
viridis,,0.239374,0.735588,0.455688
viridis,,0.24607,0.73891,0.452024
viridis,,0.252899,0.742211,0.448284
viridis,,0.259857,0.745492,0.444467
viridis,,0.266941,0.748751,0.440573
viridis,,0.274149,0.751988,0.436601
viridis,,0.281477,0.755203,0.432552
viridis,,0.288921,0.758394,0.428426
viridis,,0.296479,0.761561,0.424223
viridis,,0.304148,0.764704,0.419943
viridis,,0.311925,0.767822,0.415586
viridis,,0.319809,0.770914,0.411152
viridis,,0.327796,0.77398,0.40664
viridis,,0.335885,0.777018,0.402049
viridis,,0.344074,0.780029,0.397381
viridis,,0.35236,0.783011,0.392636
viridis,,0.360741,0.785964,0.387814
viridis,,0.369214,0.788888,0.382914
viridis,,0.377779,0.791781,0.377939
viridis,,0.386433,0.794644,0.372886
viridis,,0.395174,0.797475,0.367757
viridis,,0.404001,0.800275,0.362552
viridis,,0.412913,0.803041,0.357269
viridis,,0.421908,0.805774,0.35191
viridis,,0.430983,0.808473,0.346476
viridis,,0.440137,0.811138,0.340967
viridis,,0.449368,0.813768,0.335384
viridis,,0.458674,0.816363,0.329727
viridis,,0.468053,0.818921,0.323998
viridis,,0.477504,0.821444,0.318195
viridis,,0.487026,0.823929,0.312321
viridis,,0.496615,0.826376,0.306377
viridis,,0.506271,0.828786,0.300362
viridis,,0.515992,0.831158,0.294279
viridis,,0.525776,0.833491,0.288127
viridis,,0.535621,0.835785,0.281908
viridis,,0.545524,0.838039,0.275626
viridis,,0.555484,0.840254,0.269281
viridis,,0.565498,0.84243,0.262877
viridis,,0.575563,0.844566,0.256415
viridis,,0.585678,0.846661,0.249897
viridis,,0.595839,0.848717,0.243329
viridis,,0.606045,0.850733,0.236712
viridis,,0.616293,0.852709,0.230052
viridis,,0.626579,0.854645,0.223353
viridis,,0.636902,0.856542,0.21662
viridis,,0.647257,0.8584,0.209861
viridis,,0.657642,0.860219,0.203082
viridis,,0.668054,0.861999,0.196293
viridis,,0.678489,0.863742,0.189503
viridis,,0.688944,0.865448,0.182725
viridis,,0.699415,0.867117,0.175971
viridis,,0.709898,0.868751,0.169257
viridis,,0.720391,0.87035,0.162603
viridis,,0.730889,0.871916,0.156029
viridis,,0.741388,0.873449,0.149561
viridis,,0.751884,0.874951,0.143228
viridis,,0.762373,0.876424,0.137064
viridis,,0.772852,0.877868,0.131109
viridis,,0.783315,0.879285,0.125405
viridis,,0.79376,0.880678,0.120005
viridis,,0.804182,0.882046,0.114965
viridis,,0.814576,0.883393,0.110347
viridis,,0.82494,0.88472,0.106217
viridis,,0.83527,0.886029,0.102646
viridis,,0.845561,0.887322,0.099702
viridis,,0.85581,0.888601,0.097452
viridis,,0.866013,0.889868,0.095953
viridis,,0.876168,0.891125,0.09525
viridis,,0.886271,0.892374,0.095374
viridis,,0.89632,0.893616,0.096335
viridis,,0.906311,0.894855,0.098125
viridis,,0.916242,0.896091,0.100717
viridis,,0.926106,0.89733,0.104071
viridis,,0.935904,0.89857,0.108131
viridis,,0.945636,0.899815,0.112838
viridis,,0.9553,0.901065,0.118128
viridis,,0.964894,0.902323,0.123941
viridis,,0.974417,0.90359,0.130215
viridis,,0.983868,0.904867,0.136897
viridis,,0.993248,0.906157,0.143936
glasbey,,0,0,255
glasbey,,255,0,0
glasbey,,0,255,0
glasbey,,0,0,51
glasbey,,255,0,182
glasbey,,0,83,0
glasbey,,255,211,0
glasbey,,0,159,255
glasbey,,154,77,66
glasbey,,0,255,190
glasbey,,120,63,193
glasbey,,31,150,152
glasbey,,255,172,253
glasbey,,177,204,113
glasbey,,241,8,92
glasbey,,254,143,66
glasbey,,221,0,255
glasbey,,32,26,1
glasbey,,114,0,85
glasbey,,118,108,149
glasbey,,2,173,36
glasbey,,200,255,0
glasbey,,136,108,0
glasbey,,255,183,159
glasbey,,133,133,103
glasbey,,161,3,0
glasbey,,20,249,255
glasbey,,0,71,158
glasbey,,220,94,147
glasbey,,147,212,255
glasbey,,0,76,255
glasbey,,242,243,24
stepped,,350,0.9,0.6
stepped,,350,0.65,0.7
stepped,,350,0.4,0.8
stepped,,350,0.2,0.9
stepped,,35,0.9,0.6
stepped,,35,0.65,0.7
stepped,,35,0.4,0.8
stepped,,35,0.2,0.9
stepped,,90,0.9,0.6
stepped,,90,0.65,0.7
stepped,,90,0.4,0.8
stepped,,90,0.2,0.9
stepped,,190,0.9,0.6
stepped,,190,0.65,0.7
stepped,,190,0.4,0.8
stepped,,190,0.2,0.9
stepped,,260,0.9,0.6
stepped,,260,0.65,0.7
stepped,,260,0.4,0.8
stepped,,260,0.2,0.9
stepped,,0,0,0.2
stepped,,0,0,0.4
stepped,,0,0,0.6
stepped,,0,0,0.8
coolwarm,,59,76,192
coolwarm,,68,90,204
coolwarm,,77,104,215
coolwarm,,87,117,225
coolwarm,,98,130,234
coolwarm,,108,142,241
coolwarm,,119,154,247
coolwarm,,130,165,251
coolwarm,,141,176,254
coolwarm,,152,185,255
coolwarm,,163,194,255
coolwarm,,174,201,253
coolwarm,,184,208,249
coolwarm,,194,213,244
coolwarm,,204,217,238
coolwarm,,213,219,230
coolwarm,,221,221,221
coolwarm,,229,216,209
coolwarm,,236,211,197
coolwarm,,241,204,185
coolwarm,,245,196,173
coolwarm,,247,187,160
coolwarm,,247,177,148
coolwarm,,247,166,135
coolwarm,,244,154,123
coolwarm,,241,141,111
coolwarm,,236,127,99
coolwarm,,229,112,88
